gene bait_usage
NDUFA2 1
ANAPC1 1
LGALS3 11
MLLT1 4
DLGAP5 3
WNT9B 2
SFRP1 2
DCUN1D5 2
POU4F2 1
PA2G4 7
CSNK2A2 9
CEP44 1
GRIN1 1
UNC50 2
MCRS1 8
LRRIQ1 1
ING1 3
HDX 1
SOX15 3
SLC5A8 1
UBLCP1 3
IVD 1
STK40 5
TPRN 1
TMEM182 3
CCDC8 1
UBXN2A 4
CNTF 4
RBM39 4
CHRNB1 2
TMEM51 5
MFF 4
NXF2 1
IRF9 6
OGFOD3 1
SLC30A4 2
AMIGO3 1
KLK2 1
LRRK1 10
ACOT7 2
THEMIS2 1
ZNF488 3
SIM1 1
SIGLEC12 2
UBE2DNL 1
PTGER4 1
CTU2 1
PRR23B 1
TAB2 9
GTSF1L 1
PSMD4 10
C5orf64 1
ID3 6
PKN2 7
BANF2 1
RBMS1 1
OFCC1 2
ALDH3B2 1
AZIN1 1
CCM2 7
PDCD6IP 10
SS18 4
AP3M1 3
TEK 5
STARD8 1
FHIP1A 1
IRF8 2
CFAP119 1
ARMC9 2
FLI1 2
COX14 3
IFNA2 2
IFNGR2 1
RNF24 1
CTLA4 3
ACP6 3
MAP2K2 10
HSF1 7
CTDSP1 4
NPTX2 1
AMER1 2
ATG4C 1
PLAGL1 1
ZNF559-ZNF177 1
TRIM56 3
MUC7 1
RAB4A 6
TMEM176A 1
SPRR2G 1
SPINT1 2
IL2RA 2
CHMP5 2
IL4R 3
DEFA6 3
PEX6 1
CCDC197 1
MERTK 2
MRPS6 3
CEP104 1
ACTR8 4
PYGO1 3
ATG4B 1
SP7 1
HS2ST1 1
GLRA1 1
RAP2A 3
SGK1 9
MDK 3
TESK1 3
PBX4 2
TM4SF4 3
SLC43A1 1
PPP1R11 1
MAT2A 3
BPNT1 1
RABL3 1
TTC32 2
TM4SF18 2
COA8 1
NAPSA 1
RCAN3 2
DUSP9 2
SEMA6D 1
CRIPT 1
HNRNPCL2 1
TEKT2 2
KDM8 3
NFATC2 6
PLRG1 6
BCL2A1 4
RBFA 3
KLF12 4
TSNAX 6
SGTA 5
KIF21A 4
RNF152 1
LRRC8D 1
GRIP1 2
PUM2 2
SLC34A2 1
MORC4 1
NDUFA12 2
MPC1 2
KANK2 5
KCMF1 1
VHLL 2
CERS2 2
GPR107 1
HEPACAM2 1
HRK 1
RAI1 1
DSN1 4
SMOC1 3
FARP2 2
PAPOLG 1
KLHL22 3
ZNF331 2
EPHA6 2
BEND3 1
AGTRAP 4
NUP153 3
TEX45 2
DYNLT2 1
FERMT3 3
SUGCT 1
MINPP1 2
KIF6 2
ADCK1 2
TBRG4 5
ZNF330 1
ABAT 1
EIF4E 22
PRDX5 3
MED29 4
SPIB 1
PCDHA12 2
UBQLN1 12
CLNS1A 2
ACTG1 7
ACVR1C 2
ULK4 2
CDYL2 1
DENND2D 2
ACAP1 2
ALG8 2
PCDHB5 1
FGF11 1
SH3GL1 9
CNTN4 1
ZBTB40 1
NECTIN1 5
LCORL 3
PCDHB16 1
MT1DP 1
DACH1 5
ICAM3 2
ZNF586 1
DRG2 3
NAA60 2
VSIR 1
MAP3K13 3
SCHIP1 2
RETREG2 2
COX20 2
SIAH2 1
GNG4 2
LIN54 3
SH3RF3 1
VPS29 5
PRMT1 9
TTLL5 1
TM6SF2 1
MAP3K10 2
GCSH 2
NMU 2
ZBTB22 2
ZNF2 3
SAV1 7
KCNA2 1
SPTY2D1 1
NAV1 2
PLAAT2 1
RUNX2 9
DAZAP1 1
SOGA1 1
NANOG 1
TMEM14A 2
MED6 2
PTGIR 1
TBC1D10B 1
ZNF169 3
CD300C 5
SHMT1 5
PBDC1 1
SLC25A35 1
ITGA1 2
DMRTB1 4
CYP2A6 1
CASP4 2
SULT1A2 2
ATP6V1B1 1
PAN2 3
MRPS15 1
OTUD7B 3
PHF1 7
ATP2B2 3
CCDC60 2
RERE 4
YPEL1 1
AKT1S1 1
ZNF462 3
LCLAT1 2
FANCE 4
ITCH 18
TXNDC5 3
ILF3 5
CT55 3
DENND2C 1
PSMD14 5
ECPAS 4
HEMK1 2
FAM43A 1
BRD8 3
MEIS1 5
EDF1 3
BOLL 3
C9 1
LIG3 3
YIPF5 2
ATP10A 2
CLDN14 1
MIA2 4
CA6 2
COQ9 2
TUBB2B 2
FEZF1 1
CDK13 7
BFSP2 5
OLFM4 4
NUDT22 2
CAMSAP3 2
LHFPL2 1
PSMA3 8
RPS6KA2 7
ELAPOR1 1
POMC 2
KRT1 2
BTF3L4 2
PIGA 4
FMO3 2
RPGRIP1 3
ANKRD44 3
KATNBL1 4
RPSA 2
FCF1 1
CDCA4 3
ZNF608 1
GDF10 1
ERCC5 1
FAM131B 1
MTMR14 4
PNISR 1
RNF185 2
CEACAM5 2
SLC15A1 1
BRINP2 1
CBY2 6
KHK 6
C10orf120 1
TUBGCP5 2
ATP1A1 2
IFT122 5
VWA2 3
UBL4A 4
XAGE2 3
FIG4 2
MRPL20 1
CCN4 2
HPX 1
DCAF10 2
CBLC 4
TLR5 4
TLE5 8
ATXN7 5
COPS8 6
IL5 1
RPS2 2
ASB12 2
KDELR3 1
PUS10 1
STK25 14
PTPRB 2
KPRP 1
ADAMTSL1 1
ZG16B 3
RRP1 1
PLAAT4 1
EIF1AX 2
STMN2 5
KCNV2 2
PCF11 1
HLA-DRB3 1
PNRC1 2
PDYN 1
ATP5F1D 2
CATIP 2
ERVW-1 1
CYFIP1 7
ATXN1L 2
CMTM2 1
KCTD8 1
PRR13 3
PDE4B 1
LIFR 1
DMRT2 1
FABP1 2
MOAP1 3
APOBEC3B 2
RPS20 1
TRIM52 1
TBC1D10A 4
RIPPLY3 2
KREMEN1 1
KLHL6 4
PDP2 1
PPL 5
MYL5 1
DLGAP3 2
TIMM17B 3
C1QL1 1
AARD 1
CABCOCO1 1
PRR14 1
ZNF253 1
PLEKHA4 2
PBX3 5
TTLL2 1
NFKBIE 2
EXTL1 2
ARSL 1
TRIM9 1
DHDDS 2
CNN1 1
MIDEAS 1
SDF2L1 2
POLRMT 2
FBXL15 4
PLAC9 2
ARHGAP33 2
TRIM21 7
RAD51D 15
CERK 3
TOMM22 4
POLR1G 1
ATP2B4 1
SYNE1 3
C4B 1
ZNF431 1
COL20A1 2
CHMP2B 2
PTPRS 3
CDC37L1 1
FANCF 4
UQCC1 1
KIAA0232 1
CCT6A 3
MICAL3 1
RNF128 2
MRPL4 3
BSCL2 5
CSH1 3
ADIPOQ 3
PNMT 1
PPP1CC 22
ATP5PO 5
FOXL1 2
BORCS6 4
RAE1 5
PLXNB3 3
AGPAT1 2
SRP72 1
HIP1R 3
TNPO1 1
CAPZB 1
SIRT4 3
ABHD12B 1
COX16 1
SETD4 2
GALK2 1
PTPN7 6
SLAMF6 5
BUB1 6
CHFR 3
TRIM47 1
NKIRAS2 1
HILPDA 2
TSLP 2
EFNA3 2
SLC25A23 1
CREB5 4
NBDY 1
LATS1 12
TNFRSF10B 4
PDIA2 1
CTNNBL1 5
OLIG1 1
CPTP 1
SIAH3 1
LANCL1 2
OLFML3 2
DNA2 2
TSPAN18 1
GPR137B 1
KRTAP15-1 1
GABBR1 3
GRHL2 2
MAPK13 5
PRICKLE1 1
KRTAP19-3 1
PELI3 2
CYP4V2 1
WDR12 1
ZMYND11 4
SCNM1 7
DUSP22 3
CACNG2 1
SERPINE1 4
AMDHD1 1
CDKL1 3
COQ8B 2
CTDNEP1 2
NPAS1 1
LKAAEAR1 1
EFEMP1 7
PSIP1 2
SGCZ 2
TSSK2 5
PBXIP1 5
TRIM4 1
PAFAH1B3 6
NKAPL 1
GALNT6 1
NDEL1 11
CENPL 2
HIKESHI 3
ENO3 2
OR2S2 1
ARHGEF28 2
RBM46 1
EPOP 1
PKNOX1 3
HARBI1 1
TRIM31 4
PAX8 2
KAT14 4
EIF3L 6
TSNARE1 2
TRMT10B 2
ZNF285 1
SRSF9 2
RMND5A 4
TGFB1 11
RAPGEF2 6
HNRNPA1 6
AIP 8
ZBTB25 6
CRNKL1 1
KLHL25 2
AQP1 8
USP9X 2
BRME1 4
DNAJC7 3
DHODH 1
POLR3D 3
CCKBR 5
LHFPL5 3
CAPNS2 2
SESN3 2
FKBP2 4
ANKRD22 1
ITGA3 3
SNUPN 5
PRRG4 2
NXT2 3
TNFSF8 1
CHMP1B 5
MELK 3
ISL2 1
SNX5 3
LCE3A 1
SEH1L 1
H2BC9 1
UNC93A 1
MICOS13 2
PTGS2 2
GABPB1 5
EIF2AK1 3
PAX4 4
CEACAM1 3
AOC2 2
ATG101 4
MYH1 2
CCAR2 6
RFTN2 2
RMI1 7
GPN2 2
ALDOC 1
USP44 3
MFSD1 1
KRT8 10
UBXN8 3
STXBP6 1
ACTR10 2
SF3A2 2
GDA 1
SMYD5 1
CCDC113 2
RPL41 4
PNKP 8
ASB13 4
NRBP2 1
CDKL2 3
DPAGT1 1
KMT5C 2
LTB4R2 2
PRAMEF5 1
SPC25 4
SLC8A3 2
FLOT2 5
TRIM16L 1
ZNF843 4
TIPIN 4
DHRS13 1
SERPINB5 2
BCCIP 3
CREB3 11
NAGPA 1
SLC4A8 1
KRTAP9-8 1
SLC22A23 3
RPL7 2
PCGF3 5
SGSM3 1
INSL5 1
TFCP2L1 1
PCBP4 1
PTBP2 5
EGR1 5
GRK6 4
FMR1 10
FBXO30 1
RAB7B 2
MEFV 5
CGA 1
YAF2 6
CDCA7L 3
KIAA1191 2
SPRTN 2
TCEAL1 4
CMC1 1
HMCES 1
LGALS4 2
DLK1 1
CA13 1
FLT1 8
TF 2
EHF 1
FZD1 1
HAUS5 1
MED21 6
ACSF3 1
NEDD4L 7
PSMC5 13
PLEKHN1 2
LOX 8
RPGR 10
SYCE2 1
RPAP3 5
PI4KB 3
SEPTIN6 6
WIPI2 5
LINC00588 1
LIMS4 2
PSMB5 4
S1PR1 2
MLH1 19
CCS 3
SMIM14 2
PHB2 6
HTATSF1 3
CTAG2 2
RCN2 2
YWHAG 13
ANKRD13A 1
DPYS 2
MESP1 1
BIN3 1
FUT3 1
ARHGEF17 1
KRT72 2
PDE5A 1
PCBP1 8
SRL 1
VPS33A 7
TOMM7 1
CST1 3
LSMEM2 2
DDX47 2
IL18 2
CLSPN 3
TMEM42 1
SARS1 2
KIF17 1
MYO16 2
ZNF207 1
ISL1 1
CHRND 1
ADNP 1
FAHD2A 1
UBE2E1 4
TRHR 1
CDC42BPA 2
PEX11G 2
KLHL20 5
MIEN1 2
DBR1 1
GNB5 3
PTN 3
KPNA1 7
LIMA1 3
USP32 4
RNF114 2
TBX21 2
ACVR1B 2
TRAPPC2 4
FAM217A 1
POLR1A 6
ATP6V0E1 2
PDCD6 8
CSNK1E 15
SS18L1 4
LINC00518 1
C2orf50 2
NOX4 2
HAAO 3
ABCA1 6
RIPK4 3
NUMBL 2
NVL 3
KLF5 2
TXNRD2 1
BLCAP 2
CNOT8 6
SLC25A44 1
MAP2K5 11
RER1 1
DAO 1
CEBPA 4
SLC66A2 1
PPP1R15B 2
FCGR2A 3
NUDT2 2
TTLL10 3
TACSTD2 2
ZFTRAF1 2
COPB1 5
EXOC3L2 2
SREK1 3
SYNC 1
CLEC3A 1
KCTD6 4
TPM4 2
LSM1 4
MICU2 2
TMEM174 2
TSPYL5 3
ADAMTSL5 3
MFRP 2
SMAD4 15
STARD3NL 2
ITGB1 21
OSTF1 6
CAVIN1 4
PDZD7 1
NMB 3
MICALL1 3
RBPMS 7
FAM83F 1
AIFM3 2
ALX3 1
MAPK1IP1L 3
FZD2 2
HABP4 4
E2F4 6
IFNE 1
TIMM10 2
C9orf24 3
CLTA 3
SORL1 9
KDM3A 3
RAB3A 3
C1D 4
TTYH2 2
ZNG1B 1
HLA-DRB5 1
LOXL3 3
ITIH3 1
TNK2 11
ERICH6 1
DKK1 4
SUMO3 6
GTF2H5 5
SYAP1 2
YEATS4 3
CFLAR 10
CXCL3 1
CDC37 11
KIF1C 1
SFSWAP 1
CYP2E1 1
EIF1AY 1
ADI1 2
SIRPB1 4
WWOX 8
PPP2R1A 26
PAX7 3
ACBD4 2
MAP2K7 6
TIA1 1
AMPD2 2
CDC42BPG 1
PHOSPHO2 3
MAP1LC3A 11
TOX4 2
LGALS12 1
MAD1L1 9
CDK9 20
GABARAP 18
LAX1 1
EIF4G3 2
RAB11B 4
RHBG 1
FAM86C1P 1
MBD5 1
SF3B3 5
POLR3A 2
INO80 5
CBY1 3
SRFBP1 1
LEO1 6
DACT3 1
MYO1E 1
ESPL1 1
FAM20C 1
ZNF18 1
ST3GAL1 1
SLC29A3 1
LRFN4 4
SAR1A 2
METTL1 2
MED18 6
MAK 5
SLC30A8 3
TRIM25 5
CCDC47 3
ALDH1A1 1
IL23R 2
SBDS 1
ALKBH8 3
ETAA1 1
FIGLA 1
OTX2 1
ARRB2 11
FMO2 1
TUBA4A 2
ACSS1 3
PSG11 1
VAV2 6
NAF1 5
UGT1A7 1
APOE 13
B3GALT5 1
HCN2 1
WNK3 2
UBE2G1 1
FOXO4 4
MALSU1 2
DUSP18 2
SLC35A1 2
GAK 4
MRFAP1L1 4
PSG9 2
ALDH5A1 1
ZMYND10 4
FKBP6 6
ADRA1D 7
FMO1 2
TRIM46 2
IPO4 1
CDRT15 1
EWSR1 8
STAM 6
MRPS30 1
TIMM17A 2
NLRP5 2
TEX44 1
HACD2 3
CRK 24
PYCARD 18
LCMT1 2
KDF1 1
OPN3 2
FGF8 2
HEPH 1
ZNF133 3
NUP37 1
PUF60 7
SPNS3 2
FAM136A 2
CCDC27 2
LRRK2 60
EHHADH 3
PAPLN 1
PMM2 3
ZYX 5
PEA15 1
RTEL1 1
NAXD 4
PGAP2 4
UBQLNL 1
TMEM41B 1
TSPAN4 3
DUSP10 3
WRNIP1 2
RPS21 3
LARS1 3
BNIP3L 11
ZSCAN9 1
MCM5 6
SPARCL1 1
MOB3C 2
MAP7D1 1
CHST12 2
DDX5 14
CEP128 1
CLUAP1 5
CIAO3 1
HSBP1L1 1
CSE1L 2
BRPF3 1
BICD2 2
CENPC 4
GBF1 2
TMPRSS11E 1
GUCA1A 1
RXFP3 1
POLR3C 3
LIPG 1
DCTN2 8
DOCK4 2
BRMS1L 2
IMMP2L 1
ANKRD11 2
TBXAS1 1
FGF3 1
IST1 6
MCM10 9
RHOQ 2
TBXA2R 3
SYN3 1
YIPF3 3
ZPBP2 1
ANTXR2 1
WDR25 3
SCPEP1 1
UXS1 1
KCNG4 1
LPCAT2 2
CDH17 1
PPP2R5C 6
PLEKHM2 2
CCDC172 1
KRTAP9-2 3
DOK6 4
SEMG2 1
RNF216 2
SLC25A31 1
LIPH 1
CCL19 2
SRGAP2 3
NTMT1 2
ARID5B 1
RIC3 2
GBP3 2
IBTK 2
PDGFA 1
SLX1A 3
ALPG 1
TGM5 1
INSC 1
SDF4 1
SLC20A1 1
UGT1A9 2
PAPSS1 2
CENPF 2
EAF2 4
AP2M1 4
FCRL1 1
CCDC157 1
LIF 1
SLC29A2 3
ZXDC 2
UBASH3B 5
ZP3 5
CCL20 1
CHRNA7 3
SPEN 3
TPTE 3
SLC26A9 1
S100A4 9
CCDC89 1
PGRMC1 4
POLDIP2 3
ATG13 8
NR2C2AP 3
IFT27 3
EXOC8 8
RAB28 2
OR10G4 1
TOP3B 5
ACBD7 2
STAC 6
MCAT 1
DENND1C 2
IFIT3 4
NDUFS6 3
MFHAS1 1
FKBP9 1
PEG10 6
PCYT1B 1
YJU2 4
TBC1D4 3
CD320 1
GPD1L 1
RSPH9 3
MYB 7
VMAC 1
MYO9B 1
HOGA1 3
CCDC13 2
FAAH 1
KIRREL3 2
LRRC8C 1
ANXA9 2
RHOC 3
RNF14 3
SLC25A4 1
TBCB 3
USP47 3
LEPROTL1 2
TACC2 1
NIBAN1 3
CD5 1
REX1BD 2
BCHE 2
MLF2 3
SLC32A1 1
SETMAR 4
IER3 5
IK 5
BTBD1 2
ADRA2B 2
KLC2 2
MYO5C 1
SPRY4 3
ZNF683 1
OSBPL1A 2
UBL5 5
ZBTB49 3
KLK6 2
THEG 2
PEX11B 2
UIMC1 9
LARGE2 1
GALNT3 1
CDK11A 6
DHRS11 1
KCNJ16 1
TAX1BP3 1
AAR2 2
RASSF5 9
TCF24 1
NCBP2 8
TRAM1L1 1
MTF2 4
CXCL8 2
IFNA4 2
AMZ1 1
RPTOR 20
TIFAB 2
CDC5L 11
CDK5RAP1 1
KRTAP3-1 1
PNMA8A 1
KIAA2013 1
FBXO33 1
GFUS 2
MGAT4C 1
USP37 1
YWHAQ 16
ANKMY2 2
STK33 2
ORC1 10
VPS72 4
LMBR1L 1
SLC25A2 2
GSS 3
EGLN3 4
CPSF4L 1
SKAP1 2
MED10 8
LOC102724428 1
AGGF1 2
SPATA6L 1
CCL26 2
NCF2 13
RAB6B 5
DYNLT5 1
SLC35E3 1
CD177 3
VSIG8 1
NDUFV1 3
RGS5 1
PKDCC 1
GRIA4 1
KIR2DS4 2
MRAP 2
SH3KBP1 28
SCAPER 1
NPC1 2
KRT28 1
GNL3L 3
ADAL 1
STRA6 2
TP53I3 1
ZFAND2A 1
LTBP1 4
UBAC1 6
FLVCR2 1
DEPDC1B 1
STK31 1
IFI35 1
FGFR1 14
CGAS 3
BCAR1 13
GRPEL2 1
CEACAM21 1
MARK3 7
VPS25 3
TIMM13 3
POT1 8
RUNX1 5
CRHR1 1
HOXB2 1
HBEGF 1
NCK1 23
TPH2 1
NOA1 1
AP1M2 2
MPZL2 1
KLHDC10 2
MARCHF3 1
ADAM17 6
PSD 2
NPBWR2 2
SERPINA3 1
UBE2L6 5
FBH1 5
MB21D2 1
GFRA1 1
PPP1R13B 6
CEP192 1
BTLA 1
PORCN 1
CFL1 8
NDUFAF1 2
PTH1R 2
NANOS2 3
HOXC4 2
HDHD2 2
NSMCE3 4
DACT2 1
AAMP 2
ERMP1 1
PDZD3 1
STAB2 1
SPEF1 2
RGS12 1
JUP 4
NDUFA10 1
APH1A 5
TDRD1 3
RTN2 1
AICDA 5
RASAL3 1
VPS11 9
LMO2 7
BTG3 1
PPA1 1
ZNF597 2
MYRIP 3
NR1I2 1
NR5A2 2
ARHGEF25 1
TEX11 1
PTPRN2 4
MZT2B 2
FOXJ1 4
ZFC3H1 5
DMRTA1 1
SART1 3
SCNN1B 1
ASPH 3
TERF2 11
STX4 4
ACADSB 1
SCRN3 1
WDR13 1
TCEAL4 2
SCRIB 11
RTN4RL2 1
C6orf58 1
WDR18 3
ZNF571 1
YIPF2 4
SH3GLB2 2
SUCO 1
ZNF621 1
GALNT11 1
ADCYAP1R1 1
HEXB 2
ZNF610 2
COX6B1 2
NSMCE1 4
PDCD2L 1
PLAUR 3
FOXS1 2
PRNP 12
MCM8 3
CLEC4E 1
PTPN22 6
GTF2F1 10
IRF2BP1 3
CEP55 6
FAM76B 3
MUCL1 2
FBL 8
MRTO4 1
NOXO1 3
ALPI 2
PITPNM1 1
RASGRP4 2
CHCHD1 2
PRKCB 8
MTCH2 1
AFM 2
ARNT 7
ZDHHC9 1
RICTOR 14
NUPR1 3
SZRD1 1
USP45 1
IL10RA 2
FKBP8 11
RPL13 3
CCDC65 1
KRTAP5-4 1
CSF2 2
ATP4B 2
TM2D2 1
CBX5 21
RELA 64
CYP1A2 2
TMEM47 1
DCDC2B 3
SDCBP2 3
SEC31B 1
CD300LB 2
ERCC4 3
EXOSC6 1
GPAM 2
TLX1 3
IQCC 2
DPH3 3
SH3BGR 1
STOML1 2
POM121L15P 1
SSR1 3
CEP57L1 4
PEAK1 1
PRRT1 1
NQO2 1
IFT22 1
ANXA4 4
PLN 5
EMP3 3
KCNJ4 1
COQ5 1
RTRAF 4
AP2B1 3
SLC23A1 4
PACSIN2 7
TAOK2 3
TMX1 1
AOAH 1
PRKAG1 8
NRF1 4
CCN5 2
ZNF114 3
TMED6 1
RBBP6 2
FSHR 2
CD28 2
CARD8 5
F11 1
GSTP1 5
DOCK3 2
ZFP1 1
CLASP1 3
MEIOB 1
KHDRBS2 7
CRYBB2 5
PRDM10 1
AVIL 1
HNRNPCL1 1
CPLX1 2
BRPF1 2
GDF2 1
TMED10 6
FLYWCH1 3
MAGEE2 1
SPHK2 1
FBXO40 2
BATF3 5
NDUFA4 2
ZCWPW2 1
SEPTIN7 5
SMCO4 3
ECSIT 5
FBXO41 1
MMD2 1
CHCHD2 5
CPN1 1
TENT5A 4
PLK4 13
FBN2 2
DIS3L2 1
INO80E 4
NCKIPSD 5
SPATA2 2
CNR2 2
MARCHF6 2
DNALI1 5
ZSCAN23 1
MEIS2 7
CACNG7 1
ABHD5 2
PRR35 1
COX7A2 2
TBC1D9 2
TRABD 1
SHROOM2 1
TUBA1B 3
PRR5 1
C15orf39 1
PIK3IP1 2
TDG 3
PPM1K 6
MRPL40 2
MTRES1 2
CALHM6 1
DMRT3 2
INO80D 1
AP4S1 1
EPB42 1
MID1IP1 1
HSCB 3
RBMY1E 1
USP10 5
SPANXD 2
PPP4R3A 5
ABCB8 1
MCC 4
TRAFD1 1
HLA-DQB1 2
SPTLC2 1
PSMD1 1
RTKN 8
ZNF131 3
LRRC10 2
SNRPD3 4
B3GNT2 2
DNTT 2
MID1 5
NFIB 3
HMOX2 5
NOL6 1
DIRAS2 1
DHX40 2
PSMD7 2
ARMC1 2
THUMPD2 2
ATP13A2 1
OSBP 2
FAM9B 2
CISH 3
COMMD4 6
OXNAD1 2
CRTAC1 1
ASF1B 3
KRT79 3
KLK3 1
MTRF1L 1
SNX17 3
DUSP5 1
PPEF2 1
CLDN7 2
NPPA 4
UBE4A 1
UBXN4 6
TMPRSS11A 1
GRB7 10
ATP1B2 1
ARHGDIA 6
SPINK7 3
TMEM9B 2
FAAP20 3
PTPRO 2
RNF10 2
NBN 13
CD7 1
RBM10 4
RBM22 4
TMEM63A 1
UBA6 2
ATCAY 1
FAIM2 1
NUCKS1 1
EEA1 7
SHFL 2
TRMT112 3
PAGE1 2
NKX3-1 3
CCR7 1
ZNF600 1
NDUFAF3 3
CXCR1 1
TTC21B 2
BICRA 1
RNF217 1
DUSP11 1
FAM169A 1
TMEM45A 1
GML 1
NTF3 2
CCR5 9
RNF7 1
PINK1 10
PLLP 3
HMGA1 8
RAD54L2 3
NIBAN3 1
RRAGB 5
SPATA19 1
PLAAT5 3
ZSCAN4 2
PNMA5 4
PACSIN1 7
LIN7B 3
SETD5 3
KCNC4 2
SERPINA7 1
LUZP4 2
ACP5 2
INTS13 2
TTBK1 1
TNS4 3
DYNC2I1 2
PCYT2 3
UBA1 5
PNMA6A 3
HTR3D 2
NAALAD2 1
TSPAN15 3
VLDLR 3
CLDN23 1
KLHDC1 1
CYBA 4
NR0B2 6
PSKH2 4
ZMAT3 5
RRAGD 3
FAM184A 3
PPIA 6
SCAMP2 1
CRP 15
SMC2 3
CTNNA3 3
CHD1 1
IGHA1 1
APOC1 1
ARHGAP39 1
MBTD1 2
FBXO16 1
PYGM 1
GUCY1A2 1
TSG101 10
MAPRE1 14
GATD1 1
FBXW5 9
NTN1 1
HVCN1 1
TRAF6 36
GSE1 4
RAB8B 2
DPYD 2
MCUR1 2
APEX2 3
INTS6 3
CAAP1 1
BTG1 5
LXN 3
BFSP1 2
SKIL 1
HSP90B1 3
YWHAZ 36
RFC3 2
SAMHD1 4
SPZ1 3
FAH 2
GIP 3
USP49 3
AQR 2
PLEKHF2 4
GET3 3
WDR62 4
MAFK 1
KRT86 2
PTCRA 2
METTL25 1
UBTFL1 1
PGRMC2 2
FERMT1 1
TNXB 6
HAUS3 4
DUSP28 1
CFI 1
DRG1 6
GPN1 2
U2SURP 2
KRTAP9-3 1
MOB4 5
DOCK1 6
NDOR1 2
DTNA 3
PPARA 6
GHITM 2
TBP 18
PCID2 3
UPK1B 1
FXYD7 2
CASP14 2
TFF1 3
TTBK2 4
DUSP15 2
HNF4A 11
DUSP8 1
VPS26B 3
MYO3B 2
HNRNPC 8
FBXO11 6
NEIL3 1
LTC4S 1
EML2 2
KIF26B 1
MRS2 1
C10orf88 5
NUDT12 1
EIF2AK3 3
ZNF407 1
RSF1 1
CSTF2T 5
CACNB2 1
EDEM1 2
RSAD2 4
RRM2 3
PDLIM3 1
RPS26 3
DDIT3 5
SFTPC 5
UNC93B1 3
LIMS2 2
ZNF646 1
PTPA 5
GSTA4 2
PARM1 1
SRY 1
CCDC22 7
PDE4D 7
FN3KRP 1
PIP4P2 1
CST2 2
CALHM5 1
LARP1B 3
PJA1 3
MRPL53 2
KCNA10 1
PYM1 5
KRT3 1
SNX33 3
WASF1 6
CROCC 1
KRTAP5-7 1
IDI2 2
INTS11 4
UHRF1 2
GAS2L1 2
RBM4 5
BEST3 1
EOLA1 1
DEPDC1 1
PCDH10 1
PAG1 3
EIF3J 3
RUSC2 2
USP19 2
MTNR1A 6
ZNF598 1
CYP19A1 1
CAPN8 1
UGT1A4 1
TREM1 2
NUDC 2
ILVBL 3
NEK3 2
PRSS48 1
ZFYVE27 4
ATP8B1 3
HLA-DPB1 3
BTD 1
RPL18A 2
FTHL17 1
ACCS 2
TMEM243 1
MCUB 1
IAH1 1
SNX7 4
DHX57 4
RUFY1 5
SLC7A9 1
DEGS1 2
VAMP3 7
CAVIN3 4
NET1 1
TOR1A 7
CA5B 1
TTC23 3
ELL2 2
SPACA1 1
ACTL6B 1
BOLA3 2
OGFOD2 1
FADS2 1
LOC102723655 1
IL2RB 4
RGS10 2
ADAM2 1
ZBED4 3
LTA4H 1
PPIL3 3
RABGEF1 6
TMEM74 2
CPNE7 3
SCAP 1
OSBPL5 3
PPP2CB 9
TCP10L 6
PLXDC2 2
CCNI 1
MYCBPAP 1
DNAJC17 1
ZWINT 7
RBM7 7
FAM241B 3
SMPD1 2
RORB 1
CAMK1G 2
ZRANB1 3
RPN2 2
IQCB1 9
MASTL 1
CHRNA9 1
RAB38 1
ZBTB5 2
LMTK2 3
IPO8 3
MRPS26 2
BYSL 8
GYPB 4
SRCAP 1
MMAA 2
H2AB2 1
PSMA5 1
C1orf112 1
DENND10 2
MRPS18B 2
TBX3 3
CIITA 4
PPP3R2 1
FGF6 1
HES6 1
DDX6 14
ING2 2
GPRC5D 1
TCTN2 3
SIGLEC5 5
SMARCA2 8
MPRIP 2
SHOX2 1
SPATS2 1
OLR1 2
ERBB3 20
NME7 6
MSL2 1
MTFR2 2
VEZF1 1
WDR70 1
DCXR 2
ERAP1 1
MEGF6 1
CCL18 2
GPR84 1
XDH 1
ICOSLG 2
PSMD2 5
ZNF383 1
SF3B4 5
PCIF1 1
OSM 1
EIF2AK4 2
WDR45 1
WNT11 3
SQLE 1
TNFSF11 4
YBX1 12
HOMER2 3
FDXACB1 3
COPS2 4
ITGA5 7
ATL3 1
KLHDC9 2
CDT1 11
GEMIN8 2
UBE2D3 7
ZNF35 3
SNTG2 2
FAM149B1 1
POLDIP3 2
ZNF22 1
WDFY1 1
TMEM160 1
OR5F1 1
HSD17B12 2
SH3BP4 2
SCO1 2
FARS2 3
A1CF 3
MIS18A 6
ZNF100 1
HACD3 1
NAA10 9
TMED2 6
PLSCR2 1
ABCD4 2
TMEM121 1
KATNA1 3
MPDZ 5
SNX1 7
ETNK2 3
GDAP2 1
BCKDK 4
CRELD2 1
CORO1A 4
THADA 3
SAP30BP 5
GOLGA1 2
MS4A13 1
SETX 4
MAGEA6 2
TM2D3 1
PPP1R3B 2
CACHD1 1
EHMT2 11
ABHD18 1
DBI 2
CCDC91 2
MTA3 3
PCDH18 1
KLF2 2
ARL2BP 3
LRWD1 2
NUP98 4
SPON1 2
AMMECR1 5
GALNT15 1
PLEKHA8 1
DESI1 1
SFMBT1 3
TMEM80 1
MFAP3 1
RUVBL2 11
MIER1 2
GRIPAP1 1
TMC7 1
SLC35B4 2
GPD1 3
DHRSX 2
